feature	pathway	gene_signature_definition
163	Thiamine metabolism PAO1	PA4973
163	Degradation of aromatic compounds PAO1	PA4124;PA4121;PA0230
163	Porphyrin and chlorophyll metabolism PAO1	PA5523
163	Arginine and proline metabolism PAO1	PA5312;PA4773;PA4189;PA4774;PA2776
163	Monobactam biosynthesis PAO1	PA4188
163	Aminobenzoate degradation PAO1	PA2514;PA2512;PA3910;PA2513;PA3426
163	Glyoxylate and dicarboxylate metabolism PAO1	PA5415;PA3356;PA0296
163	Glycerophospholipid metabolism PAO1	PA0347
163	beta-Alanine metabolism PAO1	PA5313;PA4435
163	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
163	gamma-Hexachlorocyclohexane transport system	PA4456
163	Imipenem resistance, repression of porin OprD	PA0958
163	Glutamate/aspartate transport system	PA5082
163	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
163	Quorum sensing PAO1	PA4777;PA4776;PA4206;PA1072;PA4911
163	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3558;PA3556
163	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3557;PA1180
163	Sulfur metabolism PAO1	PA3937;PA4130;PA3446
164	Pyruvate metabolism PAO1	PA1135
164	Pentose phosphate pathway PAO1	PA4670
164	Porphyrin and chlorophyll metabolism PAO1	PA0510
164	NitT/TauT family transport system	PA3514
164	Bacterial chemotaxis PAO1	PA1423;PA4520
164	Propanoate metabolism PAO1	PA3568
164	Phosphate transport system	PA5369
164	Phosphonate and phosphinate metabolism PAO1	PA3377;PA3379
164	Degradation of aromatic compounds PAO1	PA0153
164	Glycerophospholipid metabolism PAO1	PA3319;PA4351
164	Cysteine and methionine metabolism PAO1	PA3476;PA2105;PA1927
164	Bacterial secretion system PAO1	PA0679
164	Flagellar assembly PAO1	PA1078;PA1100;PA1083;PA1080;PA1077;PA1082;PA3526
164	Folate biosynthesis PAO1	PA3296;PA3910
164	Nitrogen metabolism PAO1	PA3876;PA3875;PA3874;PA3872;PA3877
164	Phosphonate transport system	PA3382;PA3384;PA3383
164	Glycerolipid metabolism PAO1	PA2862
164	Histidine degradation, histidine => N-formiminoglutamate => glutamate	PA5100
165	Pentose phosphate pathway PAO1	PA3181;PA2321;PA3182
165	Arginine and proline metabolism PAO1	PA4976
165	Putative sorbitol/mannitol transport system	PA3187
165	Valine, leucine and isoleucine degradation PAO1	PA2013;PA2014;PA2012;PA2553
165	Bacterial chemotaxis PAO1	PA1930;PA0179
165	Propanoate metabolism PAO1	PA2555
165	Type VI secretion system	PA1657
165	Histidine metabolism PAO1	PA3151;PA3152
165	Glyoxylate and dicarboxylate metabolism PAO1	PA5355
165	Selenocompound metabolism PAO1	PA1927
165	Glycerophospholipid metabolism PAO1	PA4351
165	Peptidoglycan biosynthesis PAO1	PA1959
165	Amino sugar and nucleotide sugar metabolism PAO1	PA3148;PA3005
165	Spermidine/putrescine transport system	PA3607;PA3608
165	Nitrogen metabolism PAO1	PA1174;PA4676;PA3875;PA3877;PA1173
165	2-Oxocarboxylic acid metabolism PAO1	PA3121
165	Pantothenate and CoA biosynthesis PAO1	PA0363
165	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
166	Pyruvate metabolism PAO1	PA4470;PA1217
166	Nicotinate and nicotinamide metabolism PAO1	PA1602
166	Pentose phosphate pathway PAO1	PA3194;PA2321
166	Arginine and proline metabolism PAO1	PA1421
166	Macrolide resistance, MacAB-TolC transporter	PA2390;PA2389
166	Putative sorbitol/mannitol transport system	PA3187
166	Glycine, serine and threonine metabolism PAO1	PA2413
166	Denitrification, nitrate => nitrogen	PA1174
166	Tyrosine metabolism PAO1	PA2531
166	Monobactam biosynthesis PAO1	PA2412
166	Glyoxylate and dicarboxylate metabolism PAO1	PA4812;PA4810;PA4811;PA4236;PA2444
166	Zinc transport system	PA2409;PA2408;PA2407
166	Putative polar amino acid transport system	PA2204
166	Nitrogen metabolism PAO1	PA1173
166	Oxidative phosphorylation PAO1	PA4430;PA2638;PA1856
166	Sulfur metabolism PAO1	PA0283;PA0281;PA3444;PA3446
166	Iron complex transport system	PA4708;PA4707;PA4706
167	Fatty acid metabolism PAO1	PA3645
167	Glycine, serine and threonine metabolism PAO1	PA2444
167	Valine, leucine and isoleucine degradation PAO1	PA3418;PA2011
167	Ribosome PAO1	PA4256;PA4257
167	Type VI secretion system	PA0084
167	Multidrug resistance, efflux pump TriABC-TolC	PA0156
167	Cysteine and methionine metabolism PAO1	PA0432;PA3139;PA0546
167	Bacterial secretion system PAO1	PA5568;PA1868;PA2362;PA5128
167	Alanine, aspartate and glutamate metabolism PAO1	PA5429
167	Ribosome, bacteria	PA4255
167	Quorum sensing PAO1	PA0609
167	Purine metabolism PAO1	PA3686;PA4740;PA1156;PA0387;PA3832;PA1931;PA1155
167	Aminoacyl-tRNA biosynthesis, prokaryotes	PA2744
167	NAD biosynthesis, aspartate => NAD	PA1004
167	Glutathione metabolism PAO1	PA3083
167	Pyrimidine metabolism PAO1	PA3163
167	Citrate cycle (TCA cycle) PAO1	PA3415;PA1587
167	Oxidative phosphorylation PAO1	PA5557;PA5560;PA1582;PA5554;PA4430;PA1584;PA5553;PA5556;PA5555
167	Glycerolipid metabolism PAO1	PA1487
167	Putrescine transport system	PA0302
167	Glycolysis / Gluconeogenesis PAO1	PA4748
168	Pyruvate metabolism PAO1	PA4470;PA0494;PA5445
168	Arginine and proline metabolism PAO1	PA4773;PA4774
168	Denitrification, nitrate => nitrogen	PA3392;PA0524
168	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA1321
168	Ribosome PAO1	PA3600
168	Type VI secretion system	PA1657
168	Glycerophospholipid metabolism PAO1	PA3857;PA3584
168	D-Methionine transport system	PA3931
168	Putative polar amino acid transport system	PA2204
168	Nitrogen metabolism PAO1	PA0523
168	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
168	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3556
168	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3555;PA3552;PA3553
168	Sulfur metabolism PAO1	PA4443;PA3445;PA3446;PA1838;PA0280;PA3443;PA0283;PA0281;PA3444;PA4442
169	Pyruvate metabolism PAO1	PA4470
169	Glycine, serine and threonine metabolism PAO1	PA3710
169	Valine, leucine and isoleucine degradation PAO1	PA1737;PA2247;PA0747;PA3013;PA2553;PA2013;PA2014;PA2001;PA2248;PA1736;PA2000;PA2249;PA2250;PA3570;PA1999;PA2012;PA4435;PA3569;PA2011
169	Tyrosine metabolism PAO1	PA0870;PA2008;PA0865;PA2007;PA2009
169	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0872;PA1901
169	Bacterial chemotaxis PAO1	PA0175
169	Propanoate metabolism PAO1	PA0794;PA0795;PA0796;PA2555;PA4733;PA3568
169	Benzoate degradation PAO1	PA0228;PA2508
169	Histidine metabolism PAO1	PA5100
169	Aminobenzoate degradation PAO1	PA2514;PA2513
169	Butanoate metabolism PAO1	PA5445;PA2003
169	Putative polar amino acid transport system	PA4192
169	Oxidative phosphorylation PAO1	PA0106;PA0108;PA0107
169	Sulfur metabolism PAO1	PA4443;PA3445;PA3442;PA3446;PA3937;PA3449;PA0280;PA3443;PA0283;PA0281;PA3444;PA3447;PA3448;PA4442
170	Pyruvate metabolism PAO1	PA5436
170	Cytochrome c oxidase, cbb3-type	PA1856
170	Arginine biosynthesis PAO1	PA0530
170	Geraniol degradation PAO1	PA2889
170	Valine, leucine and isoleucine degradation PAO1	PA1576
170	beta-Lactam resistance PAO1	PA4375;PA5045
170	Ribosome PAO1	PA5049;PA4741
170	Bacterial chemotaxis PAO1	PA1946
170	Peptidoglycan biosynthesis PAO1	PA4415
170	Folate biosynthesis PAO1	PA3914;PA3918;PA3870
170	Nitrogen metabolism PAO1	PA3877;PA2052;PA3875;PA3872
171	Pyruvate metabolism PAO1	PA3416;PA1135
171	Porphyrin and chlorophyll metabolism PAO1	PA2904;PA1277;PA2944
171	Denitrification, nitrate => nitrogen	PA0523
171	Bacterial chemotaxis PAO1	PA0180;PA1930;PA0177;PA0178;PA4309;PA0179;PA3348;PA2573;PA0175;PA0176
171	Type VI secretion system	PA2360;PA2369;PA2366;PA2367;PA2368;PA2371;PA2365;PA2373;PA2370
171	Tryptophan metabolism PAO1	PA0704
171	Flagellar assembly PAO1	PA1092;PA1080
171	Amino sugar and nucleotide sugar metabolism PAO1	PA2232
171	Quorum sensing PAO1	PA1874;PA2570;PA1871
171	Oxidative phosphorylation PAO1	PA0106;PA0108;PA0105;PA0112;PA0113;PA0107
171	Lipopolysaccharide biosynthesis PAO1	PA4517
171	Sulfur metabolism PAO1	PA2566
171	Putative sorbitol/mannitol transport system	PA3187
172	One carbon pool by folate PAO1	PA0430
172	Arginine biosynthesis PAO1	PA5172
172	Porphyrin and chlorophyll metabolism PAO1	PA3977
172	Glycine, serine and threonine metabolism PAO1	PA5415;PA0904;PA2444
172	Valine, leucine and isoleucine degradation PAO1	PA3569;PA3013
172	Ribosome PAO1	PA2970;PA5316;PA3742;PA4741;PA5049
172	Homologous recombination PAO1	PA4283
172	Aminobenzoate degradation PAO1	PA4901
172	Multidrug resistance, efflux pump TriABC-TolC	PA0156
172	Cysteine and methionine metabolism PAO1	PA0432
172	Bacterial secretion system PAO1	PA2361
172	Flagellar assembly PAO1	PA3352
172	Histidine metabolism PAO1	PA5106
172	Alanine, aspartate and glutamate metabolism PAO1	PA5429
172	Quorum sensing PAO1	PA0275;PA5568;PA4211
172	Purine metabolism PAO1	PA4740;PA4443;PA4865;PA4868
172	Aminoacyl-tRNA biosynthesis, prokaryotes	PA5051
172	Phosphonate transport system	PA3316
172	Citrate cycle (TCA cycle) PAO1	PA3415;PA1580;PA3417
172	Oxidative phosphorylation PAO1	PA4429;PA5557;PA1556;PA5560;PA1582
172	Lipopolysaccharide biosynthesis PAO1	PA4425
172	Microcin C transport system	PA1811
173	Pyruvate metabolism PAO1	PA3452
173	Fatty acid metabolism PAO1	PA2967;PA2950;PA3112;PA2968;PA5174;PA0494
173	Biotin metabolism PAO1	PA0504
173	Sulfate-sulfur assimilation	PA4130
173	Tyrosine metabolism PAO1	PA0865
173	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA3139
173	Riboflavin metabolism PAO1	PA1274
173	Tetrahydrofolate biosynthesis, GTP => THF	PA3111
173	Bacterial chemotaxis PAO1	PA0177
173	Type VI secretion system	PA1657;PA1660
173	Benzoate degradation PAO1	PA0228
173	DNA replication PAO1	PA3642
173	Alanine, aspartate and glutamate metabolism PAO1	PA5429
173	Phenazine biosynthesis PAO1	PA1002;PA0997;PA0998;PA1000;PA1001;PA1905
173	Histidine metabolism PAO1	PA5106
173	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA1611
173	Putative polar amino acid transport system	PA4194;PA4193
173	Quorum sensing PAO1	PA0999;PA1904;PA0996;PA1903;PA4211
173	Purine metabolism PAO1	PA4865
173	Nitrogen metabolism PAO1	PA1174;PA3874;PA3877;PA0102;PA3876;PA3875;PA3872
173	Glutathione metabolism PAO1	PA2813
173	Lipopolysaccharide biosynthesis PAO1	PA3644;PA3643
173	Methane metabolism PAO1	PA4811;PA4810
173	Glycerolipid metabolism PAO1	PA0005;PA3582;PA2969
173	Fatty acid biosynthesis PAO1	PA3639;PA4848;PA1609;PA3645;PA1610
174	Porphyrin and chlorophyll metabolism PAO1	PA1923
174	Ribosome PAO1	PA3601;PA3600
174	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
174	Aminoglycoside resistance, protease FtsH	PA2438
174	Selenocompound metabolism PAO1	PA1927
174	Zinc transport system	PA5501;PA5498;PA5500
174	Putative ABC transport system	PA4065;PA4064
174	Quorum sensing PAO1	PA0999;PA0998;PA0996;PA5499
174	Pyrimidine metabolism PAO1	PA5541
174	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
174	Iron complex transport system	PA2914;PA2912;PA2913
175	Pyruvate metabolism PAO1	PA1217;PA1984
175	Arginine and proline metabolism PAO1	PA4773;PA0393
175	Polyketide sugar unit biosynthesis PAO1	PA5164
175	beta-Lactam resistance PAO1	PA2019;PA2018
175	Tetrahydrofolate biosynthesis, GTP => THF	PA4750
175	Glycerophospholipid metabolism PAO1	PA4351
175	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
175	Bacterial secretion system PAO1	PA3294
175	Quorum sensing PAO1	PA1874;PA1871;PA1901;PA3724;PA4206;PA1905;PA1902;PA2570;PA3361;PA1904;PA1903;PA4211;PA1073;PA3478;PA3479;PA4207
175	Purine metabolism PAO1	PA3217
175	Glutathione metabolism PAO1	PA3831
175	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318;PA1320
175	Microcin C transport system	PA1809
175	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA1179;PA3552;PA3553;PA3556;PA4144
175	Sulfur metabolism PAO1	PA2566
176	Pyruvate metabolism PAO1	PA0494;PA5445;PA3452
176	Thiamine metabolism PAO1	PA4051
176	Nicotinate and nicotinamide metabolism PAO1	PA1602
176	Arginine and proline metabolism PAO1	PA1421
176	Putative sorbitol/mannitol transport system	PA3187
176	Dipeptide transport system	PA4504
176	Flagellar assembly PAO1	PA1092
176	Nitrogen metabolism PAO1	PA4676;PA5508
176	Phenylalanine metabolism PAO1	PA5304
176	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	PA4121
176	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
176	Type III secretion system	PA1719;PA1691;PA1722;PA1701;PA1698;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1716;PA1692;PA1717;PA1696;PA1693;PA1703
177	Nicotinate and nicotinamide metabolism PAO1	PA0195
177	Glycine, serine and threonine metabolism PAO1	PA2413
177	Valine, leucine and isoleucine degradation PAO1	PA3569
177	Tyrosine metabolism PAO1	PA0865
177	Propanoate metabolism PAO1	PA2555
177	Monobactam biosynthesis PAO1	PA2412
177	Type VI secretion system	PA1660;PA1668;PA1659
177	Aminobenzoate degradation PAO1	PA2514
177	Cysteine and methionine metabolism PAO1	PA0399;PA4773;PA4774
177	Alanine, aspartate and glutamate metabolism PAO1	PA0051
177	Histidine metabolism PAO1	PA3151
177	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
177	Putative polar amino acid transport system	PA5154
177	Quorum sensing PAO1	PA0606;PA0604;PA0603
177	Putative spermidine/putrescine transport system	PA0605
177	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3557;PA3558;PA3556;PA1249;PA4375
178	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	PA1589
178	RNA degradation PAO1	PA4385;PA4937;PA2976;PA0336
178	Ribosome PAO1	PA4433;PA4246;PA4256;PA4251;PA4240;PA4254;PA4273;PA2742;PA4247;PA4248
178	F-type ATPase, prokaryotes and chloroplasts	PA5559
178	Bacterial chemotaxis PAO1	PA1459
178	Aminoglycoside resistance, protease FtsH	PA4751
178	Aminobenzoate degradation PAO1	PA0954
178	Mismatch repair PAO1	PA4232
178	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA0254
178	Flagellar assembly PAO1	PA3351
178	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	PA4053
178	Ribosome, bacteria	PA4260;PA4267;PA4249;PA4261;PA4274
178	Spermidine/putrescine transport system	PA0206;PA0205
178	Quorum sensing PAO1	PA1432;PA1303
178	Citrate cycle (TCA cycle, Krebs cycle)	PA1588
179	Lysine biosynthesis PAO1	PA4759
179	Nicotinate and nicotinamide metabolism PAO1	PA1602
179	Porphyrin and chlorophyll metabolism PAO1	PA3531
179	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	PA4188
179	Cytochrome c oxidase, cbb3-type	PA1553
179	Tyrosine metabolism PAO1	PA4127;PA4091;PA4128;PA4122;PA4125;PA4123;PA4124;PA4121
179	Arginine and proline metabolism PAO1	PA4189;PA4163
179	Bacterial chemotaxis PAO1	PA1946
179	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2086
179	Glycerophospholipid metabolism PAO1	PA4351
179	Flagellar assembly PAO1	PA1092
179	Amino sugar and nucleotide sugar metabolism PAO1	PA3555
179	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	PA4180
179	Quorum sensing PAO1	PA0999;PA0997;PA0998;PA4912;PA1000;PA1001;PA0996
179	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3553
179	Oxidative phosphorylation PAO1	PA1552
179	Glycine, serine and threonine metabolism PAO1	PA5372;PA5373;PA2446;PA2445;PA2442;PA2444;PA3735
179	Iron complex transport system	PA4158;PA4161
180	Cytochrome c oxidase, cbb3-type	PA1555;PA1556
180	Biotin metabolism PAO1	PA3645
180	Nicotinate and nicotinamide metabolism PAO1	PA1602
180	Pentose phosphate pathway PAO1	PA2321
180	Porphyrin and chlorophyll metabolism PAO1	PA2905
180	Denitrification, nitrate => nitrogen	PA0524
180	RNA degradation PAO1	PA3861
180	beta-Lactam resistance PAO1	PA2019;PA2018
180	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
180	Glycerophospholipid metabolism PAO1	PA2584;PA3651;PA2969
180	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
180	Butanoate metabolism PAO1	PA4153
180	Phenazine biosynthesis PAO1	PA4209;PA4217
180	Quorum sensing PAO1	PA0768;PA1002;PA0999;PA1871;PA0997;PA0998;PA1902;PA1905;PA1000;PA1001;PA3361;PA1903;PA4211;PA0996
180	Phenylalanine metabolism PAO1	PA0421
180	Pantothenate and CoA biosynthesis PAO1	PA0363
180	Terpenoid backbone biosynthesis PAO1	PA3633
180	Protein export PAO1	PA3820;PA3821
181	Pyruvate metabolism PAO1	PA4470;PA1984
181	Arginine biosynthesis PAO1	PA5171
181	Porphyrin and chlorophyll metabolism PAO1	PA0510
181	Denitrification, nitrate => nitrogen	PA0523;PA0519;PA0524
181	Dipeptide transport system	PA4504;PA4503
181	Glyoxylate and dicarboxylate metabolism PAO1	PA1501;PA1500;PA2444
181	Tryptophan metabolism PAO1	PA3366
181	Histidine metabolism PAO1	PA3151
181	Glutamate/aspartate transport system	PA5082
181	Amino sugar and nucleotide sugar metabolism PAO1	PA3156
181	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3558
181	Spermidine/putrescine transport system	PA0203
181	Quorum sensing PAO1	PA1071;PA1070
181	Purine metabolism PAO1	PA1524
181	Nitrogen metabolism PAO1	PA3392
181	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
181	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA1179
181	Bacterial secretion system PAO1	PA0074;PA0075;PA0679
181	Oxidative phosphorylation PAO1	PA1856;PA1557;PA1317;PA1319;PA1318;PA1320;PA1556
181	Sulfur metabolism PAO1	PA0518
181	Cyanoamino acid metabolism PAO1	PA2193
182	Multidrug resistance, efflux pump MexPQ-OpmE	PA3523;PA3522
182	Thiamine metabolism PAO1	PA4973
182	Pentose phosphate pathway PAO1	PA3182
182	Glycine, serine and threonine metabolism PAO1	PA5418;PA2446;PA2444
182	Porphyrin and chlorophyll metabolism PAO1	PA5243
182	Ribosome PAO1	PA3601;PA3600
182	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
182	CusS-CusR (copper tolerance) two-component regulatory system	PA4885
182	Type VI secretion system	PA2365
182	Glyoxylate and dicarboxylate metabolism PAO1	PA5415;PA5420;PA2445
182	Bacterial secretion system PAO1	PA1701
182	Butanoate metabolism PAO1	PA5445
182	Zinc transport system	PA5500
182	Glutamate/aspartate transport system	PA1342
182	Glycine betaine/proline transport system	PA3236
182	Putative ABC transport system	PA4065
182	Quorum sensing PAO1	PA2570;PA4913;PA4912;PA4911
182	Purine metabolism PAO1	PA4443;PA3516;PA3517
182	Phenylalanine metabolism PAO1	PA0872;PA0865;PA5304;PA3366;PA0870
182	Oxidative phosphorylation PAO1	PA0106;PA0108;PA0105;PA0107
182	Galactose metabolism PAO1	PA3193
182	2-Oxocarboxylic acid metabolism PAO1	PA0530;PA4695;PA3121;PA3120;PA3792
182	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
182	Glycerolipid metabolism PAO1	PA2862
182	Putative sorbitol/mannitol transport system	PA3187
183	Type III secretion system	PA1693
183	Arginine and proline metabolism PAO1	PA0293;PA4163;PA0782;PA4189
183	Tyrosine metabolism PAO1	PA4127;PA4128;PA4122;PA4125;PA4123;PA4124;PA4121
183	Bacterial chemotaxis PAO1	PA4307;PA4290
183	Monobactam biosynthesis PAO1	PA4188
183	DNA replication PAO1	PA3232
183	Alanine, aspartate and glutamate metabolism PAO1	PA5508
183	Styrene degradation PAO1	PA4073
183	Butanoate metabolism PAO1	PA4180;PA4153;PA4148
183	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA1976
183	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
183	Fructose and mannose metabolism PAO1	PA3541
183	Quorum sensing PAO1	PA3361
183	Nitrogen metabolism PAO1	PA1024
183	Aminoacyl-tRNA biosynthesis, prokaryotes	PA4138
183	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3555;PA3552;PA3553;PA3557
183	Oxidative phosphorylation PAO1	PA4133
183	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554
183	Glycolysis / Gluconeogenesis PAO1	PA0887
183	Iron complex transport system	PA4159;PA4158;PA4161
183	Putative sorbitol/mannitol transport system	PA3187
184	Arginine and proline metabolism PAO1	PA0202
184	Glycine, serine and threonine metabolism PAO1	PA3504
184	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0650
184	Riboflavin metabolism PAO1	PA5281
184	Ribosome PAO1	PA5049
184	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
184	Glyoxylate and dicarboxylate metabolism PAO1	PA0296
184	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA5063
184	DNA replication PAO1	PA4232
184	Peptidoglycan biosynthesis PAO1	PA4412;PA4415
184	Multidrug resistance, efflux pump TriABC-TolC	PA0158
184	Cysteine and methionine metabolism PAO1	PA1683
184	Histidine metabolism PAO1	PA4939
184	Folate biosynthesis PAO1	PA3918;PA3438
184	Spermidine/putrescine transport system	PA0206;PA0205;PA0204;PA0203
184	Quorum sensing PAO1	PA0768;PA0997
184	Oxidative phosphorylation PAO1	PA4133;PA1317
184	Lipopolysaccharide biosynthesis PAO1	PA4425
184	Methane metabolism PAO1	PA4811;PA4733
185	Pyruvate metabolism PAO1	PA1217
185	Fatty acid metabolism PAO1	PA3333
185	Arginine biosynthesis PAO1	PA5171
185	Porphyrin and chlorophyll metabolism PAO1	PA4235
185	Cytochrome c oxidase, cbb3-type	PA4133
185	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA3475
185	beta-Lactam resistance PAO1	PA3721;PA3719
185	Type VI secretion system	PA1667;PA1657;PA1662;PA1658;PA1668
185	Phosphonate and phosphinate metabolism PAO1	PA3379
185	Benzoate degradation PAO1	PA2507;PA0228;PA2508
185	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
185	Cysteine and methionine metabolism PAO1	PA4773;PA1927
185	Butanoate metabolism PAO1	PA0227;PA1999;PA2000;PA0226
185	Phenazine biosynthesis PAO1	PA4209;PA4217
185	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
185	Quorum sensing PAO1	PA3476;PA1871;PA1130;PA1901;PA3724;PA1905;PA1902;PA1000;PA3361;PA1904;PA1903;PA4211;PA3478;PA3479
185	Nitrogen metabolism PAO1	PA3876;PA3875;PA3872
185	Phosphonate transport system	PA3382
185	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4230
185	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3557;PA3558;PA3556;PA1180
185	Sulfur metabolism PAO1	PA4130
185	Cyanoamino acid metabolism PAO1	PA2194;PA2195;PA2193
185	Putrescine transport system	PA2592
185	Glycolysis / Gluconeogenesis PAO1	PA5422
185	Putative sorbitol/mannitol transport system	PA3187
186	Pentose and glucuronate interconversions PAO1	PA2343
186	Arginine biosynthesis PAO1	PA4868
186	Pentose phosphate pathway PAO1	PA2321
186	Gluconeogenesis, oxaloacetate => fructose-6P	PA3195
186	Arginine and proline metabolism PAO1	PA2317;PA4342
186	Macrolide resistance, MacAB-TolC transporter	PA2389
186	Glycine, serine and threonine metabolism PAO1	PA2413;PA2446;PA2444
186	beta-Lactam resistance PAO1	PA2272
186	Bacterial chemotaxis PAO1	PA2652
186	Monobactam biosynthesis PAO1	PA2412
186	Type VI secretion system	PA2365;PA2370
186	Phosphonate and phosphinate metabolism PAO1	PA1311
186	Histidine metabolism PAO1	PA5106
186	Bacterial secretion system PAO1	PA2367;PA5070;PA2371;PA3102;PA2373;PA3095
186	Flagellar assembly PAO1	PA3526
186	Starch and sucrose metabolism PAO1	PA2344
186	Zinc transport system	PA2408
186	Folate biosynthesis PAO1	PA3028
186	Ribosome, bacteria	PA3742
186	Putative ABC transport system	PA0072
186	Putative polar amino acid transport system	PA4193
186	Nitrogen metabolism PAO1	PA4202
186	Microcin C transport system	PA2060
187	Iron(III) transport system	PA4688
187	Multidrug resistance, efflux pump MexPQ-OpmE	PA3521;PA3523;PA3522
187	Pentose phosphate pathway PAO1	PA2321
187	Arginine and proline metabolism PAO1	PA0896
187	Putative sorbitol/mannitol transport system	PA3187
187	Denitrification, nitrate => nitrogen	PA0524;PA0523
187	Synthesis and degradation of ketone bodies PAO1	PA2000
187	Aminobenzoate degradation PAO1	PA2514;PA2512;PA3366;PA2513
187	Glyoxylate and dicarboxylate metabolism PAO1	PA5354;PA4811;PA4810;PA4812;PA5355
187	Vitamin B6 metabolism PAO1	PA1375
187	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA1224
187	Bacterial secretion system PAO1	PA3486
187	Alanine, aspartate and glutamate metabolism PAO1	PA3517
187	Styrene degradation PAO1	PA2008;PA2009
187	Quorum sensing PAO1	PA3479;PA3478;PA3364
187	Purine metabolism PAO1	PA3516
187	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4230;PA4228
187	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318;PA1320;PA3929;PA1321
188	Multidrug resistance, efflux pump MexPQ-OpmE	PA3523
188	Pentose phosphate pathway PAO1	PA2321
188	Benzoate degradation PAO1	PA2508
188	Glyoxylate and dicarboxylate metabolism PAO1	PA4613
188	Tryptophan biosynthesis, chorismate => tryptophan	PA0035
188	Cysteine and methionine metabolism PAO1	PA4773;PA1927
188	Bacterial secretion system PAO1	PA1690;PA1723
188	Butanoate metabolism PAO1	PA0227
188	Amino sugar and nucleotide sugar metabolism PAO1	PA2232
188	Putative polar amino acid transport system	PA4192
188	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3553
188	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3558;PA1179;PA3552
188	Type III secretion system	PA1693;PA1692
189	Tyrosine metabolism PAO1	PA2008;PA4121;PA2009
189	NitT/TauT family transport system	PA2329
189	Type VI secretion system	PA0082
189	Glyoxylate and dicarboxylate metabolism PAO1	PA0482;PA2634
189	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
189	Bacterial secretion system PAO1	PA3097;PA2685;PA0085
189	Flagellar assembly PAO1	PA1092
189	Phenazine biosynthesis PAO1	PA4217
189	Vancomycin resistance PAO1	PA0749
