feature	pathway	gene_signature_definition
143	Propanoate metabolism PAO1	PA3568;PA0494
143	Histidine metabolism PAO1	PA5098
143	Sec (secretion) system	PA4403
143	Butanoate metabolism PAO1	PA4153
143	Glycine betaine/proline transport system	PA5378
143	Purine metabolism PAO1	PA5298;PA4867
143	Sulfur relay system PAO1	PA2608
143	Cyanoamino acid metabolism PAO1	PA2444
144	Macrolide resistance, MacAB-TolC transporter	PA2389
144	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA2531
144	Monobactam biosynthesis PAO1	PA2412
144	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2507;PA2682
144	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
144	Glyoxylate and dicarboxylate metabolism PAO1	PA4810;PA4812;PA4811
144	D-Methionine transport system	PA3931
144	Phenazine biosynthesis PAO1	PA1001;PA1000;PA4217
144	Zinc transport system	PA2409;PA2408;PA2407
144	Putative polar amino acid transport system	PA2204;PA4193;PA4192
144	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4230;PA4224
144	Citrate cycle (TCA cycle) PAO1	PA4470;PA5445;PA1583
144	Oxidative phosphorylation PAO1	PA2638;PA2645;PA2649
144	2-Oxocarboxylic acid metabolism PAO1	PA2413
144	Citrate cycle (TCA cycle, Krebs cycle)	PA1787;PA4333
144	Sulfur metabolism PAO1	PA3445;PA3442;PA4513;PA3446;PA3937;PA3449;PA3443;PA3935;PA3444;PA3936;PA3938
144	Iron complex transport system	PA4708;PA4158;PA4706;PA4707
145	Pyruvate metabolism PAO1	PA4771
145	Porphyrin and chlorophyll metabolism PAO1	PA1279
145	Valine, leucine and isoleucine degradation PAO1	PA3418;PA0130;PA1999
145	Tyrosine metabolism PAO1	PA0865;PA4123;PA2009
145	Riboflavin metabolism PAO1	PA1274
145	Cobalamin biosynthesis, cobinamide => cobalamin	PA1280
145	Dissimilatory nitrate reduction, nitrate => ammonia	PA1781
145	Type VI secretion system	PA1658
145	Butanoate metabolism PAO1	PA5445;PA2003
145	Phenazine biosynthesis PAO1	PA4217
145	Putative polar amino acid transport system	PA5076
145	Quorum sensing PAO1	PA3252;PA4211
145	Purine metabolism PAO1	PA1140
145	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
145	Phenylalanine metabolism PAO1	PA0872;PA3366
145	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA1179
145	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1180
146	Pyruvate metabolism PAO1	PA4470;PA4771;PA3452
146	Arginine biosynthesis PAO1	PA0662
146	Arginine and proline metabolism PAO1	PA0896
146	Macrolide resistance, MacAB-TolC transporter	PA2389
146	Glycine, serine and threonine metabolism PAO1	PA2413
146	Cytochrome c oxidase, cbb3-type	PA1856
146	Synthesis and degradation of ketone bodies PAO1	PA2003
146	Monobactam biosynthesis PAO1	PA2412
146	Type VI secretion system	PA1657;PA0263;PA1658
146	Glyoxylate and dicarboxylate metabolism PAO1	PA4236;PA2446;PA5415;PA2445;PA2444;PA5508
146	Bacterial secretion system PAO1	PA1719
146	D-Methionine transport system	PA3931
146	Zinc transport system	PA2409;PA2408;PA2407
146	Putative polar amino acid transport system	PA4195;PA2204;PA2203;PA4193
146	Nitrogen metabolism PAO1	PA0524;PA3392;PA0519;PA0523
146	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	PA1966
146	Sulfur metabolism PAO1	PA0282;PA4443;PA3446;PA0280;PA0283;PA0281;PA3444;PA3938;PA4442
147	Pyruvate metabolism PAO1	PA0887
147	Arginine biosynthesis PAO1	PA5171;PA5172
147	Pentose phosphate pathway PAO1	PA3194
147	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA4880
147	Glycine, serine and threonine metabolism PAO1	PA0399
147	Denitrification, nitrate => nitrogen	PA0519;PA0523
147	NitT/TauT family transport system	PA3514;PA3513
147	Glycolysis / Gluconeogenesis PAO1	PA3629
147	Bacterial chemotaxis PAO1	PA4290
147	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
147	Fatty acid degradation PAO1	PA2815
147	Flagellar assembly PAO1	PA1092
147	Starch and sucrose metabolism PAO1	PA2160;PA2151;PA2165
147	Phenazine biosynthesis PAO1	PA4209;PA4217
147	Alanine, aspartate and glutamate metabolism PAO1	PA3459
147	Quorum sensing PAO1	PA3361
147	Nitrogen metabolism PAO1	PA0524
147	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4230
147	Citrate cycle (TCA cycle) PAO1	PA5445;PA4829;PA1562
147	Oxidative phosphorylation PAO1	PA1555;PA1317;PA4133;PA1319;PA1318;PA1320;PA3929;PA1556
147	Sulfur metabolism PAO1	PA0518;PA4130
147	Type VI secretion system	PA0085;PA1657;PA0084
147	Glycerolipid metabolism PAO1	PA2862
147	Putative sorbitol/mannitol transport system	PA3187
147	Base excision repair PAO1	PA4172
148	Pyruvate metabolism PAO1	PA0887;PA1217
148	Nicotinate and nicotinamide metabolism PAO1	PA4919
148	Porphyrin and chlorophyll metabolism PAO1	PA5523
148	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2013;PA2014;PA2011
148	Type II general secretion pathway	PA0679
148	Valine, leucine and isoleucine degradation PAO1	PA2015
148	Bacterial chemotaxis PAO1	PA1561
148	Phosphate transport system	PA5366;PA5367;PA5369;PA5368
148	Phosphonate and phosphinate metabolism PAO1	PA3378;PA3375;PA3380;PA3379
148	Aminobenzoate degradation PAO1	PA2512;PA3910
148	Glycerophospholipid metabolism PAO1	PA3319;PA0347;PA4351
148	Peptidoglycan biosynthesis PAO1	PA1959
148	Alanine, aspartate and glutamate metabolism PAO1	PA5522;PA3517
148	Flagellar assembly PAO1	PA1094;PA1095;PA1092
148	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA1976
148	Phosphonate transport system	PA3382;PA3384;PA3383
148	Sulfur relay system PAO1	PA3917;PA3918
148	Oxidative phosphorylation PAO1	PA1317
148	Sulfur metabolism PAO1	PA2105
148	Base excision repair PAO1	PA0750
149	Pyruvate metabolism PAO1	PA4470
149	Cytochrome c oxidase, cbb3-type	PA1555
149	Macrolide resistance, MacAB-TolC transporter	PA2390;PA2389
149	Glycine, serine and threonine metabolism PAO1	PA2413;PA2446;PA5415;PA2445;PA2442;PA2444;PA2443
149	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA2531;PA5039
149	Monobactam biosynthesis PAO1	PA2412
149	Zinc transport system	PA2409;PA2408;PA2407
149	Quorum sensing PAO1	PA2570
149	Purine metabolism PAO1	PA1140
149	Nitrogen metabolism PAO1	PA3392;PA0524;PA4202;PA0519;PA0523
149	Sulfur metabolism PAO1	PA0518;PA3443;PA3442;PA3444
150	Phosphotransferase system (PTS) PAO1	PA4464
150	Lysine biosynthesis PAO1	PA3666
150	Fatty acid metabolism PAO1	PA1609
150	Polyketide sugar unit biosynthesis PAO1	PA5163
150	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	PA4188
150	RNA degradation PAO1	PA4944;PA0336
150	2-Oxocarboxylic acid metabolism PAO1	PA3792
150	Ribosome PAO1	PA3162;PA4252;PA4249;PA4251;PA3656;PA4250;PA4274;PA2741;PA4273;PA2742
150	Bacterial chemotaxis PAO1	PA3348;PA1457
150	Aminoglycoside resistance, protease FtsH	PA4751
150	Flagellar assembly PAO1	PA3352;PA3351
150	Fatty acid biosynthesis, elongation	PA1610
150	Ribosome, bacteria	PA4568;PA4258;PA4245;PA4254;PA4242;PA4237;PA4241;PA4267
150	Purine metabolism PAO1	PA5176;PA4238
150	Sulfur relay system PAO1	PA3814
150	Citrate cycle (TCA cycle) PAO1	PA1580;PA1588;PA2623
150	Citrate cycle (TCA cycle, Krebs cycle)	PA1589
151	Pentose and glucuronate interconversions PAO1	PA2022
151	One carbon pool by folate PAO1	PA0430
151	Pyruvate metabolism PAO1	PA5297
151	Iron(III) transport system	PA4687
151	Type II general secretion pathway	PA0684;PA0687;PA0686;PA0685;PA0678
151	beta-Lactam resistance PAO1	PA3574
151	Tetrahydrofolate biosynthesis, GTP => THF	PA0350
151	Phosphate transport system	PA5366;PA5369
151	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
151	Phosphonate and phosphinate metabolism PAO1	PA3378;PA3375;PA3380;PA3377;PA3379
151	Glycerophospholipid metabolism PAO1	PA0347;PA3319;PA3584;PA4351;PA2352
151	Bacterial secretion system PAO1	PA0680;PA0679;PA0677
151	Flagellar assembly PAO1	PA1081
151	Folate biosynthesis PAO1	PA3296;PA3910
151	Valine, leucine and isoleucine biosynthesis PAO1	PA3118
151	dTDP-L-rhamnose biosynthesis	PA4069
151	Putative polar amino acid transport system	PA5270
151	Quorum sensing PAO1	PA3479
151	Nitrogen metabolism PAO1	PA0102
151	Phosphonate transport system	PA3382;PA3384;PA3383
151	Oxidative phosphorylation PAO1	PA1317
152	Pentose and glucuronate interconversions PAO1	PA2022;PA2023
152	Pyruvate metabolism PAO1	PA5297;PA2555
152	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	PA3182
152	NitT/TauT family transport system	PA2296
152	Ribosome PAO1	PA4259;PA5570;PA4932;PA4257
152	Phosphate transport system	PA5366;PA5367;PA5368;PA5369
152	Phosphonate and phosphinate metabolism PAO1	PA3378;PA3375;PA3377;PA3374;PA3380;PA3379
152	Glycerophospholipid metabolism PAO1	PA3319;PA0347;PA0844;PA4351;PA2352
152	Bacterial secretion system PAO1	PA0679;PA0677;PA0685;PA4144;PA0678
152	Flagellar assembly PAO1	PA1080
152	Styrene degradation PAO1	PA2009
152	Folate biosynthesis PAO1	PA3296;PA3910
152	Quorum sensing PAO1	PA3479
152	Purine metabolism PAO1	PA4969
152	Phosphonate transport system	PA3382;PA3384;PA3383
152	Sulfur metabolism PAO1	PA2105;PA1061;PA2104;PA0186;PA0184
153	Pyruvate metabolism PAO1	PA0954
153	Putative polar amino acid transport system	PA5139
153	Type III secretion system	PA1719;PA1691;PA1722;PA1701;PA1698;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1716;PA1692;PA1717;PA1696;PA1693;PA1703
154	Arginine and proline metabolism PAO1	PA4773;PA4774
154	Putative sorbitol/mannitol transport system	PA3187
154	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	PA3182
154	beta-Lactam resistance PAO1	PA2019
154	Type VI secretion system	PA1657;PA1658;PA1659
154	Glyoxylate and dicarboxylate metabolism PAO1	PA2634
154	Glycerophospholipid metabolism PAO1	PA3584
154	Amino sugar and nucleotide sugar metabolism PAO1	PA3193;PA3559
154	Putative polar amino acid transport system	PA5155
154	Quorum sensing PAO1	PA4777;PA4776
154	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3555;PA3558;PA3557
154	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA1179;PA3552;PA3553;PA3556;PA1180
154	Glycolysis / Gluconeogenesis PAO1	PA3195
154	Type III secretion system	PA1719;PA1701
155	Pyruvate metabolism PAO1	PA0887;PA5445;PA2555
155	Thiamine metabolism PAO1	PA4973
155	Nicotinate and nicotinamide metabolism PAO1	PA1602;PA0143
155	Arginine and proline metabolism PAO1	PA3366
155	Glycine, serine and threonine metabolism PAO1	PA2445
155	beta-Lactam resistance PAO1	PA2019
155	Bacterial chemotaxis PAO1	PA4290
155	Monobactam biosynthesis PAO1	PA2412
155	Glycerophospholipid metabolism PAO1	PA2541;PA3584
155	Cysteine and methionine metabolism PAO1	PA4773
155	Histidine metabolism PAO1	PA3151;PA3152
155	Amino sugar and nucleotide sugar metabolism PAO1	PA3159;PA3155;PA3552
155	Quorum sensing PAO1	PA0999;PA3476;PA0997;PA0998;PA1000;PA2943;PA0996;PA1432
155	Methane metabolism PAO1	PA2444
155	Glycerolipid metabolism PAO1	PA3582
156	Pentose phosphate pathway PAO1	PA0548
156	Ribosome PAO1	PA4242;PA4433;PA4741;PA0579;PA4671;PA5316;PA3742;PA4255;PA4240;PA4274;PA5315;PA4273;PA4262
156	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	PA3645
156	Aminobenzoate degradation PAO1	PA4901
156	Glyoxylate and dicarboxylate metabolism PAO1	PA5215
156	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA0968
156	Cysteine and methionine metabolism PAO1	PA0546;PA0432
156	Butanoate metabolism PAO1	PA4696
156	Phenazine biosynthesis PAO1	PA4217
156	Histidine metabolism PAO1	PA3151;PA4449;PA5106
156	Ribosome, bacteria	PA4568;PA4257;PA2970;PA4256;PA5570;PA4252;PA4244;PA4263;PA4239;PA4241;PA4245
156	Putative polar amino acid transport system	PA5076
156	Quorum sensing PAO1	PA4243;PA4276;PA5128;PA4211;PA3822;PA5568
156	Purine metabolism PAO1	PA4740;PA3686;PA3832;PA4670
156	Aminoacyl-tRNA biosynthesis, prokaryotes	PA2744
156	Aminoacyl-tRNA biosynthesis PAO1	PA0963;PA3834
156	Pyrimidine metabolism PAO1	PA1156;PA3637;PA4238;PA3480
156	Citrate cycle (TCA cycle) PAO1	PA1580;PA3417
156	Oxidative phosphorylation PAO1	PA1581;PA1583;PA5557;PA5560;PA1582;PA1552;PA4430;PA1584;PA5554;PA4429
156	2-Oxocarboxylic acid metabolism PAO1	PA5013
156	Lipopolysaccharide biosynthesis PAO1	PA3636
156	Putrescine transport system	PA0301
156	Glycolysis / Gluconeogenesis PAO1	PA4748
157	Nicotinate and nicotinamide metabolism PAO1	PA0195
157	Pentose phosphate pathway PAO1	PA3194
157	Degradation of aromatic compounds PAO1	PA2507;PA2508;PA2509
157	Arginine and proline metabolism PAO1	PA1421
157	Putative sorbitol/mannitol transport system	PA3187
157	beta-Lactam resistance PAO1	PA0958
157	Ribosome PAO1	PA3600
157	Fructose and mannose metabolism PAO1	PA3541;PA3545
157	Propanoate metabolism PAO1	PA3568
157	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
157	Glyoxylate and dicarboxylate metabolism PAO1	PA5420;PA3181
157	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
157	Glycine betaine/proline transport system	PA3236
157	Quorum sensing PAO1	PA4909;PA4912;PA3478
157	Glutathione metabolism PAO1	PA2813
157	ABC-2 type transport system	PA2812;PA2811
157	Chloroalkane and chloroalkene degradation PAO1	PA1982
157	Methane metabolism PAO1	PA3628;PA3629;PA5421;PA4812;PA5415
158	Pyruvate metabolism PAO1	PA1984;PA5436
158	Arginine biosynthesis PAO1	PA4865
158	Thiamine metabolism PAO1	PA4973
158	Valine, leucine and isoleucine degradation PAO1	PA2247;PA2015;PA2553;PA2013;PA2001;PA2014;PA2248;PA2000;PA2250;PA2249;PA1999;PA2012;PA3569;PA3570
158	Tyrosine metabolism PAO1	PA0870;PA2008;PA0865;PA2007;PA2009
158	Bacterial chemotaxis PAO1	PA4309
158	Phosphate transport system	PA5369
158	Type VI secretion system	PA0091;PA2685;PA2368;PA0077;PA0088;PA0084;PA0085;PA0090;PA0089
158	Glyoxylate and dicarboxylate metabolism PAO1	PA5508
158	Biotin metabolism PAO1	PA0500
158	Glycerophospholipid metabolism PAO1	PA3584
158	Bacterial secretion system PAO1	PA1698
158	Styrene degradation PAO1	PA3366
158	Putative ABC transport system	PA0072
158	Putative polar amino acid transport system	PA1260
158	Quorum sensing PAO1	PA1073;PA1432;PA3364
158	Phenylalanine metabolism PAO1	PA0872
158	Oxidative phosphorylation PAO1	PA3930
158	Glycerolipid metabolism PAO1	PA3579;PA3582
159	Degradation of aromatic compounds PAO1	PA4122
159	Glycine, serine and threonine metabolism PAO1	PA1326
159	Ribosome PAO1	PA3600
159	Fructose and mannose metabolism PAO1	PA3545
159	Propanoate metabolism PAO1	PA0494
159	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2682
159	Benzoate degradation PAO1	PA2507;PA0232;PA0231;PA3925;PA0228;PA2509;PA0230;PA2508
159	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
159	Selenocompound metabolism PAO1	PA1927
159	Flagellar assembly PAO1	PA1094;PA1095
159	Styrene degradation PAO1	PA0226;PA2009
159	Butanoate metabolism PAO1	PA0227
159	Zinc transport system	PA2408
159	Vancomycin resistance PAO1	PA5302
159	Amino sugar and nucleotide sugar metabolism PAO1	PA3554;PA2232;PA3551;PA3552
159	Quorum sensing PAO1	PA0999;PA1002;PA0997;PA4985;PA0998;PA1000;PA1001;PA0996
159	Nitrogen metabolism PAO1	PA1024
159	Chloroalkane and chloroalkene degradation PAO1	PA1982
159	Oxidative phosphorylation PAO1	PA0106;PA1317;PA1319;PA1318;PA1320;PA1321
159	Sulfur metabolism PAO1	PA3938;PA3935
160	Degradation of aromatic compounds PAO1	PA0480
160	Arginine and proline metabolism PAO1	PA1421
160	Phosphonate and phosphinate metabolism PAO1	PA3372
160	Aminobenzoate degradation PAO1	PA2514
160	beta-Alanine metabolism PAO1	PA4435
160	Catechol ortho-cleavage, catechol => 3-oxoadipate	PA2507
160	Cysteine and methionine metabolism PAO1	PA2105;PA4773;PA2104;PA4774
160	Bacterial secretion system PAO1	PA3486
160	Flagellar assembly PAO1	PA1095;PA1094;PA1092;PA3350;PA1086;PA1087
160	Amino sugar and nucleotide sugar metabolism PAO1	PA3554;PA3159;PA3555;PA3552;PA3553;PA2232;PA3559
160	Quorum sensing PAO1	PA0999;PA1001;PA0996;PA1000;PA4777
160	Nitrogen metabolism PAO1	PA3877
160	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3558
160	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3556
160	Sulfur metabolism PAO1	PA2566
161	One carbon pool by folate PAO1	PA5228
161	Cysteine biosynthesis, serine => cysteine	PA2105
161	Type II general secretion pathway	PA3097
161	Homologous recombination PAO1	PA4285
161	Peptidoglycan biosynthesis PAO1	PA3047
161	Biosynthesis of unsaturated fatty acids PAO1	PA5371
161	Sulfur relay system PAO1	PA2103
161	Lipopolysaccharide biosynthesis PAO1	PA2979
161	Microcin C transport system	PA2059
161	Citrate cycle (TCA cycle, Krebs cycle)	PA1580
161	Sulfur metabolism PAO1	PA2104
162	Fatty acid metabolism PAO1	PA0879;PA3333;PA0494
162	Nicotinate and nicotinamide metabolism PAO1	PA0143
162	Type II general secretion pathway	PA3105
162	beta-Lactam resistance PAO1	PA2019;PA2018
162	Bacterial chemotaxis PAO1	PA2652;PA4310;PA4500
162	Type VI secretion system	PA1657
162	Selenocompound metabolism PAO1	PA0849
162	Glycerophospholipid metabolism PAO1	PA3584
162	Cysteine and methionine metabolism PAO1	PA2105
162	Bacterial secretion system PAO1	PA3104;PA3096
162	Flagellar assembly PAO1	PA3526;PA1079
162	Fructose and mannose metabolism PAO1	PA3540;PA3547;PA3541;PA3551;PA3545
162	Quorum sensing PAO1	PA0999;PA1002;PA3476;PA0997;PA1871;PA3724;PA0998;PA1000;PA1905;PA3477;PA0295;PA1001;PA0996;PA1904;PA2587;PA3478;PA4211;PA1003;PA1432;PA3479
162	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
162	ABC-2 type transport system	PA5230
162	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3558;PA3552
162	Sulfur metabolism PAO1	PA4130
162	Glycerolipid metabolism PAO1	PA3582
162	Cyanoamino acid metabolism PAO1	PA2193;PA2194;PA2195
162	Putrescine transport system	PA2592
163	Phosphotransferase system (PTS) PAO1	PA4464
163	Ribosome PAO1	PA4741;PA4246;PA4259;PA5316;PA4268;PA4237;PA2742;PA4260;PA5570;PA4272;PA4274;PA4242;PA4267;PA4245;PA4244;PA4248;PA4568;PA3162;PA4258;PA4240;PA4263;PA4241
163	Bacterial chemotaxis PAO1	PA3348
163	Aminoglycoside resistance, protease FtsH	PA4751;PA4942
163	Glyoxylate and dicarboxylate metabolism PAO1	PA2634
163	Bacterial secretion system PAO1	PA4243;PA2675;PA2674
163	Fatty acid biosynthesis, elongation	PA4089
163	Ribosome, bacteria	PA4433;PA4273;PA0579;PA4257;PA2970;PA4252;PA4563;PA4256;PA4249;PA4671;PA3742;PA3656;PA4254;PA2741;PA3745;PA4239;PA4262;PA4247
163	Quorum sensing PAO1	PA4944
163	Sulfur relay system PAO1	PA1505;PA3814
163	Pyrimidine metabolism PAO1	PA5337;PA4238;PA3637
163	Citrate cycle (TCA cycle) PAO1	PA1580;PA1588
163	Oxidative phosphorylation PAO1	PA1581;PA1583;PA2638;PA5560;PA5242;PA1552;PA1584;PA5554
163	2-Oxocarboxylic acid metabolism PAO1	PA5013
163	Lipopolysaccharide biosynthesis PAO1	PA4406
163	Methane metabolism PAO1	PA5110;PA1770;PA0555
164	Biotin metabolism PAO1	PA0500
164	Porphyrin and chlorophyll metabolism PAO1	PA2944;PA1279
164	Type VI secretion system	PA1667;PA1657;PA1661;PA1659;PA1658;PA1656;PA1662;PA1660
164	Histidine metabolism PAO1	PA5106
164	Aminobenzoate degradation PAO1	PA2514
164	Butanoate metabolism PAO1	PA5445
164	Phenazine biosynthesis PAO1	PA4209;PA4217
164	Fatty acid biosynthesis, initiation	PA3333
164	Quorum sensing PAO1	PA3476;PA1130;PA1901;PA3724;PA1905;PA3477;PA1902;PA3361;PA1904;PA1903;PA4211;PA3478;PA3479
164	Pyrimidine metabolism PAO1	PA5541
164	Oxidative phosphorylation PAO1	PA4133;PA1556
164	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249;PA4144
164	Sulfur metabolism PAO1	PA4130
164	Cyanoamino acid metabolism PAO1	PA2193;PA2194;PA2195
164	Putrescine transport system	PA2592
164	Putative sorbitol/mannitol transport system	PA3187
165	Pyruvate metabolism PAO1	PA4771
165	Denitrification, nitrate => nitrogen	PA0519
165	Valine, leucine and isoleucine degradation PAO1	PA2000
165	Tyrosine metabolism PAO1	PA2008;PA4121;PA2009;PA4125;PA0242;PA2007;PA0865
165	Bacterial chemotaxis PAO1	PA1561
165	Type VI secretion system	PA0077;PA0089;PA0091;PA0087;PA0080
165	Glyoxylate and dicarboxylate metabolism PAO1	PA4812;PA2442
165	Cysteine and methionine metabolism PAO1	PA4773;PA2105;PA4774
165	Phenazine biosynthesis PAO1	PA4217
165	Folate biosynthesis PAO1	PA0976
165	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
165	Quorum sensing PAO1	PA4211;PA1902;PA1904;PA1903;PA4776;PA1905;PA4777
165	Phospholipid transport system	PA4454
165	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3558;PA3556;PA3552
165	Oxidative phosphorylation PAO1	PA1555;PA1317;PA1557;PA1319;PA1318;PA1320;PA1556;PA1321
165	Lipopolysaccharide biosynthesis PAO1	PA3337
165	Methane metabolism PAO1	PA0887;PA2444
165	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3553;PA3557;PA1180
165	Sulfur metabolism PAO1	PA0518
166	Pyruvate metabolism PAO1	PA0494;PA2382;PA4771
166	Fatty acid metabolism PAO1	PA5174
166	Glycine, serine and threonine metabolism PAO1	PA5415;PA2445;PA2444;PA2446
166	beta-Lactam resistance PAO1	PA5471
166	Cobalamin biosynthesis, cobinamide => cobalamin	PA1275
166	Fructose and mannose metabolism PAO1	PA3540;PA3547;PA3551
166	Histidine metabolism PAO1	PA5098;PA5100;PA5106
166	Glyoxylate and dicarboxylate metabolism PAO1	PA2442
166	Selenocompound metabolism PAO1	PA1927
166	Glycerophospholipid metabolism PAO1	PA3584
166	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
166	Alanine, aspartate and glutamate metabolism PAO1	PA4588;PA3516
166	D-Methionine transport system	PA3931
166	Quorum sensing PAO1	PA4910;PA4211;PA4206;PA4912;PA0844;PA2570;PA1905;PA4207
166	NADH:quinone oxidoreductase, prokaryotes	PA2645;PA2649
166	Oxidative phosphorylation PAO1	PA2647
166	Sulfur metabolism PAO1	PA4443;PA3445;PA3442;PA3446;PA3937;PA3443;PA3935;PA3444;PA3936;PA3938
167	Pyruvate metabolism PAO1	PA5445;PA1984
167	Degradation of aromatic compounds PAO1	PA2508;PA2509
167	Arginine and proline metabolism PAO1	PA2776
167	Type II general secretion pathway	PA4528
167	Valine, leucine and isoleucine degradation PAO1	PA5313
167	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0036;PA0609
167	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2682
167	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
167	Tryptophan biosynthesis, chorismate => tryptophan	PA0035
167	Catechol ortho-cleavage, catechol => 3-oxoadipate	PA2507
167	Flagellar assembly PAO1	PA1095;PA1092
167	Glycerolipid metabolism PAO1	PA4351
167	Butanoate metabolism PAO1	PA2003
167	Vancomycin resistance PAO1	PA5302
167	Alanine, aspartate and glutamate metabolism PAO1	PA3356
167	Putative polar amino acid transport system	PA4195
167	Purine metabolism PAO1	PA3043
167	Phosphonate transport system	PA3382;PA3383
167	Phenylalanine metabolism PAO1	PA5304
167	Oxidative phosphorylation PAO1	PA0106;PA0105
167	Sulfur metabolism PAO1	PA4443;PA0281;PA4442;PA3446
167	Type VI secretion system	PA2368
167	Glycolysis / Gluconeogenesis PAO1	PA1982
167	Type III secretion system	PA1719;PA1691;PA1722;PA1701;PA1698;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1716;PA1696;PA1693;PA1692;PA1703
168	Pyruvate metabolism PAO1	PA1770
168	Biotin metabolism PAO1	PA2967
168	Nicotinate and nicotinamide metabolism PAO1	PA2991
168	Pentose phosphate pathway PAO1	PA4732;PA0548
168	Arginine and proline metabolism PAO1	PA5080
168	Polyketide sugar unit biosynthesis PAO1	PA4069
168	RNA degradation PAO1	PA3861
168	Porphyrin and chlorophyll metabolism PAO1	PA4235
168	beta-Lactam resistance PAO1	PA0958
168	Cysteine and methionine metabolism PAO1	PA0932;PA0546
168	D-Methionine transport system	PA5505
168	Vancomycin resistance PAO1	PA4201
168	Nitrogen metabolism PAO1	PA1779
168	Aminoacyl-tRNA biosynthesis, prokaryotes	PA2612;PA5051
168	Glutathione metabolism PAO1	PA3831
168	NADH:quinone oxidoreductase, prokaryotes	PA2639
168	Phenylalanine metabolism PAO1	PA5304
168	Pyrimidine metabolism PAO1	PA1156;PA4758;PA1155;PA3527
169	Arginine biosynthesis PAO1	PA4865
169	Degradation of aromatic compounds PAO1	PA2507;PA4092;PA2508
169	Cysteine biosynthesis, serine => cysteine	PA2105
169	CusS-CusR (copper tolerance) two-component regulatory system	PA2524
169	Phosphonate and phosphinate metabolism PAO1	PA1310
169	Aminobenzoate degradation PAO1	PA2512;PA2513
169	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA1224
169	Cysteine and methionine metabolism PAO1	PA2104
169	Phenazine biosynthesis PAO1	PA0997;PA0998
169	Glycine betaine/proline transport system	PA5103
169	Nitrogen metabolism PAO1	PA4676
169	Sulfur relay system PAO1	PA2103
169	Pyrimidine metabolism PAO1	PA3163;PA2616
169	Galactose metabolism PAO1	PA1384
169	Glycerolipid metabolism PAO1	PA1487
169	Fatty acid biosynthesis PAO1	PA0098
170	Nicotinate and nicotinamide metabolism PAO1	PA1602;PA4918;PA0195;PA4006
170	Pentose phosphate pathway PAO1	PA2321;PA3182
170	Porphyrin and chlorophyll metabolism PAO1	PA2903;PA2904;PA2944
170	Glycine, serine and threonine metabolism PAO1	PA5373
170	Type II general secretion pathway	PA3100
170	RNA degradation PAO1	PA4761
170	NitT/TauT family transport system	PA3514
170	Riboflavin metabolism PAO1	PA5281
